corpus,drama,figure_surface,figure_id,Gender,Age
shakedracor,R3,MURDERERS.1_R3,MURDERERS.1_R3,,
shakedracor,R3,Sir Thomas Vaughan,Vaughan_R3,,
shakedracor,R3,Sir Christopher,SirChristopher_R3,,
shakedracor,R3,Duke of Norfolk,Norfolk_R3,,
shakedracor,R3,MESSENGERS.X.1_R3,MESSENGERS.X.1_R3,,
shakedracor,R3,Marquess of Dorset,Dorset_R3,,
shakedracor,R3,Boy,ClarencesBoy_R3,,
shakedracor,R3,Richard,RichardIII_R3,,
shakedracor,R3,"Guards, Tressel, Berkeley, Halberds, Gentlemen, Anthony Woodeville and Lord Scales (brothers to Queen Elizabeth), Two Bishops, Sir William Brandon, Lords, Attendants, Citizens, Aldermen, Councillors, Soldiers",ATTENDANTS.RICHMOND_R3,,
shakedracor,R3,Citizens,CITIZENS_R3,,
shakedracor,R3,Cardinal,Cardinal_R3,,
shakedracor,R3,Sir Walter Herbert,Herbert_R3,,
shakedracor,R3,MESSENGERS.X.2_R3,MESSENGERS.X.2_R3,,
shakedracor,R3,Duke of Buckingham,Buckingham_R3,,
shakedracor,R3,MESSENGERS.4_R3,MESSENGERS.4_R3,,
shakedracor,R3,Lord Lovell,Lovell_R3,,
shakedracor,R3,MESSENGERS.2_R3,MESSENGERS.2_R3,,
shakedracor,R3,Gentleman,GENTLEMEN.0.1_R3,,
shakedracor,R3,Sir John,SirJohn_R3,,
shakedracor,R3,"George, Duke of Clarence",Clarence_3H6,,
shakedracor,R3,"William, Lord Hastings",Hastings_3H6,,
shakedracor,R3,Queen Margaret,QueenMargaret_1H6,,
shakedracor,R3,MESSENGERS.3_R3,MESSENGERS.3_R3,,
shakedracor,R3,Sir William Catesby,Catesby_R3,,
shakedracor,R3,CITIZENS.2_R3,CITIZENS.2_R3,,
shakedracor,R3,MESSENGERS.X.3_R3,MESSENGERS.X.3_R3,,
shakedracor,R3,James Tyrrel,Tyrrel_R3,,
shakedracor,R3,King Edward IV,EdwardIV_3H6,,
shakedracor,R3,Sir James Blunt,Blunt_R3,,
shakedracor,R3,Daughter,ClarencesDaughter_R3,,
shakedracor,R3,Lord Mayor,MayorOfLondon_R3,,
shakedracor,R3,Queen Elizabeth,QueenElizabeth_3H6,,
shakedracor,R3,"Richard, Duke of York",York_R3,,
shakedracor,R3,CITIZENS.1_R3,CITIZENS.1_R3,,
shakedracor,R3,Duchess of York,DuchessOfYork_R3,,
shakedracor,R3,"John Morton, Bishop of Ely",BishopOfEly_R3,,
shakedracor,R3,MURDERERS.2_R3,MURDERERS.2_R3,,
shakedracor,R3,Lord Stanley,Stanley_R3,,
shakedracor,R3,Sir Robert Brakenbury,Brakenbury_R3,,
shakedracor,R3,Sir Richard Ratcliffe,Ratcliffe_R3,,
shakedracor,R3,Keeper,Jailer_R3,,
shakedracor,R3,Earl of Oxford,Oxford_3H6,,
shakedracor,R3,Page,ATTENDANTS.0.1_R3,,
shakedracor,R3,Archbishop,Archbishop_R3,,
shakedracor,R3,Sheriff,Sheriff_R3,,
shakedracor,R3,Pursuivant,Pursuivant_R3,,
shakedracor,R3,"Guards, Tressel, Berkeley, Halberds, Gentlemen, Anthony Woodeville and Lord Scales (brothers to Queen Elizabeth), Two Bishops, Sir William Brandon, Lords, Attendants, Citizens, Aldermen, Councillors, Soldiers",ATTENDANTS.RICHMOND.0.1_R3,,
shakedracor,R3,Prince Edward,EdwardV_R3,,
shakedracor,R3,Lord Grey,Grey_R3,,
shakedracor,R3,Earl Rivers,Rivers_3H6,,
shakedracor,R3,"Guards, Tressel, Berkeley, Halberds, Gentlemen, Anthony Woodeville and Lord Scales (brothers to Queen Elizabeth), Two Bishops, Sir William Brandon, Lords, Attendants, Citizens, Aldermen, Councillors, Soldiers",BISHOPS_R3,,
shakedracor,R3,Earl of Surrey,Surrey_R3,,
shakedracor,R3,PrinceEdward_3H6,PrinceEdward_3H6,,
shakedracor,R3,Scrivener,Scrivener_R3,,
shakedracor,R3,Earl of Richmond,HenryVII_R3,,
shakedracor,R3,HenryVI_1H6,HenryVI_1H6,,
shakedracor,R3,CITIZENS.3_R3,CITIZENS.3_R3,,
shakedracor,R3,Lady Anne,LadyAnne_R3,,
shakedracor,R3,MESSENGERS.1_R3,MESSENGERS.1_R3,,
